Word,Word_Start_Time,Word_End_Time,Phoneme,Phoneme_Position,Phoneme_Start_Time,Phoneme_End_Time
car,70.17,70.42,AA,2,70.32,70.41
car,70.17,70.42,R,3,70.41,70.42
so,70.42,70.53,S,1,70.42,70.43
so,70.42,70.53,OW,2,70.43,70.53
[SIL],70.53,70.59,[SIL],1,70.53,70.59
so,70.59,70.62,OW,1,70.59,70.62
[SIL],70.62,70.68,[SIL],1,70.62,70.68
so,70.68,70.7,OW,1,70.68,70.7
[SIL],70.7,71.0,[SIL],1,70.7,71.0
so,71.0,71.09,OW,1,71.0,71.09
you,71.09,71.52,Y,1,71.09,71.29
you,71.09,71.52,UW,2,71.29,71.52
win,71.52,71.82,W,1,71.52,71.61
win,71.52,71.82,IH,2,71.61,71.74
win,71.52,71.82,N,3,71.74,71.82
[SIL],71.82,71.87,[SIL],1,71.82,71.87
win,71.87,71.88,N,1,71.87,71.88
[SIL],71.88,72.51,[SIL],1,71.88,72.51
win,72.51,72.54,N,1,72.51,72.54
[SIL],72.54,72.75,[SIL],1,72.54,72.75
this,72.75,72.76,DH,1,72.75,72.76
[SIL],72.76,72.93,[SIL],1,72.76,72.93
this,72.93,72.95,IH,1,72.93,72.94
this,72.93,72.95,S,2,72.94,72.95
is,72.95,72.97,IH,1,72.95,72.96
is,72.95,72.97,Z,2,72.96,72.97
a,72.97,73.1,AH,1,72.97,73.1
[SIL],73.1,73.36,[SIL],1,73.1,73.36
a,73.36,73.37,AH,1,73.36,73.37
[SIL],73.37,73.58,[SIL],1,73.37,73.58
a,73.58,73.59,AH,1,73.58,73.59
[SIL],73.59,75.3,[SIL],1,73.59,75.3
silly,75.3,75.32,S,1,75.3,75.31
silly,75.3,75.32,IH,2,75.31,75.32
[SIL],75.32,75.5,[SIL],1,75.32,75.5
silly,75.5,75.56,L,1,75.5,75.56
[SIL],75.56,75.6,[SIL],1,75.56,75.6
silly,75.6,75.65,L,1,75.6,75.65
[SIL],75.65,75.72,[SIL],1,75.65,75.72
silly,75.72,75.9,L,1,75.72,75.9
[SIL],75.9,75.94,[SIL],1,75.9,75.94
silly,75.94,76.27,L,1,75.94,76.27
[SIL],76.27,77.16,[SIL],1,76.27,77.16
silly,77.16,77.17,IY,1,77.16,77.17
game,77.17,77.18,G,1,77.17,77.18
[SIL],77.18,77.44,[SIL],1,77.18,77.44
game,77.44,77.46,EY,1,77.44,77.45
game,77.44,77.46,M,2,77.45,77.46
there,77.46,77.51,DH,1,77.46,77.47
there,77.46,77.51,EH,2,77.47,77.5
there,77.46,77.51,R,3,77.5,77.51
[SIL],77.51,77.76,[SIL],1,77.51,77.76
is,77.76,77.78,IH,1,77.76,77.77
is,77.76,77.78,Z,2,77.77,77.78
one,77.78,77.82,W,1,77.78,77.79
one,77.78,77.82,AH,2,77.79,77.81
one,77.78,77.82,N,3,77.81,77.82
red,77.82,77.93,R,1,77.82,77.83
red,77.82,77.93,EH,2,77.83,77.93
[SIL],77.93,77.97,[SIL],1,77.93,77.97
red,77.97,77.99,D,1,77.97,77.99
[SIL],77.99,78.24,[SIL],1,77.99,78.24
car,78.24,78.33,K,1,78.24,78.27
car,78.24,78.33,AA,2,78.27,78.32
car,78.24,78.33,R,3,78.32,78.33
anywhere,78.33,78.34,EH,1,78.33,78.34
[SIL],78.34,79.07,[SIL],1,78.34,79.07
anywhere,79.07,79.52,N,1,79.07,79.15
anywhere,79.07,79.52,IY,2,79.15,79.16
anywhere,79.07,79.52,W,3,79.16,79.21
anywhere,79.07,79.52,EH,4,79.21,79.51
anywhere,79.07,79.52,R,5,79.51,79.52
[SIL],79.52,79.77,[SIL],1,79.52,79.77
there,79.77,80.05,DH,1,79.77,79.81
there,79.77,80.05,EH,2,79.81,79.95
there,79.77,80.05,R,3,79.95,80.05
is,80.05,80.28,IH,1,80.05,80.19
is,80.05,80.28,Z,2,80.19,80.28
[SIL],80.28,80.46,[SIL],1,80.28,80.46
one,80.46,80.85,W,1,80.46,80.53
one,80.46,80.85,AH,2,80.53,80.65
one,80.46,80.85,N,3,80.65,80.85
red,80.85,81.15,R,1,80.85,81.01
red,80.85,81.15,EH,2,81.01,81.05
red,80.85,81.15,D,3,81.05,81.15
car,81.15,81.16,K,1,81.15,81.16
[SIL],81.16,81.26,[SIL],1,81.16,81.26
car,81.26,81.54,K,1,81.26,81.3
car,81.26,81.54,AA,2,81.3,81.5
car,81.26,81.54,R,3,81.5,81.54
[SIL],81.54,81.59,[SIL],1,81.54,81.59
pepper,81.59,81.73,P,1,81.59,81.6
pepper,81.59,81.73,EH,2,81.6,81.61
pepper,81.59,81.73,P,3,81.61,81.62
pepper,81.59,81.73,ER,4,81.62,81.73
[SIL],81.73,81.78,[SIL],1,81.73,81.78
pepper,81.78,82.05,ER,1,81.78,82.05
[SIL],82.05,82.39,[SIL],1,82.05,82.39
pepper,82.39,82.42,ER,1,82.39,82.42
where,82.42,82.43,W,1,82.42,82.43
[SIL],82.43,83.4,[SIL],1,82.43,83.4
where,83.4,83.62,EH,1,83.4,83.41
where,83.4,83.62,R,2,83.41,83.62
what,83.62,83.79,W,1,83.62,83.63
what,83.62,83.79,AH,2,83.63,83.78
what,83.62,83.79,T,3,83.78,83.79
colour,83.79,83.8,K,1,83.79,83.8
[SIL],83.8,83.89,[SIL],1,83.8,83.89
colour,83.89,84.49,AH,1,83.89,84.33
colour,83.89,84.49,L,2,84.33,84.49
[SIL],84.49,85.24,[SIL],1,84.49,85.24
colour,85.24,85.57,L,1,85.24,85.57
[SIL],85.57,85.88,[SIL],1,85.57,85.88
colour,85.88,86.27,L,1,85.88,86.27
[SIL],86.27,86.34,[SIL],1,86.27,86.34
colour,86.34,86.7,L,1,86.34,86.7
[SIL],86.7,86.75,[SIL],1,86.7,86.75
colour,86.75,87.21,L,1,86.75,87.21
[SIL],87.21,87.29,[SIL],1,87.21,87.29
colour,87.29,87.3,L,1,87.29,87.3
[SIL],87.3,87.35,[SIL],1,87.3,87.35
colour,87.35,87.81,L,1,87.35,87.81
[SIL],87.81,88.2,[SIL],1,87.81,88.2
colour,88.2,88.22,AW,1,88.2,88.21
colour,88.2,88.22,R,2,88.21,88.22
is,88.22,88.24,IH,1,88.22,88.23
is,88.22,88.24,Z,2,88.23,88.24
our,88.24,88.26,AW,1,88.24,88.25
our,88.24,88.26,ER,2,88.25,88.26
car,88.26,88.29,K,1,88.26,88.27
car,88.26,88.29,AA,2,88.27,88.28
car,88.26,88.29,R,3,88.28,88.29
it's,88.29,88.3,IH,1,88.29,88.3
[SIL],88.3,88.86,[SIL],1,88.3,88.86
it's,88.86,88.87,T,1,88.86,88.87
[SIL],88.87,89.04,[SIL],1,88.87,89.04
it's,89.04,89.05,S,1,89.04,89.05
[SIL],89.05,89.94,[SIL],1,89.05,89.94
red,89.94,89.97,R,1,89.94,89.95
red,89.94,89.97,EH,2,89.95,89.96
red,89.94,89.97,D,3,89.96,89.97
i,89.97,89.98,AY,1,89.97,89.98
win,89.98,90.02,W,1,89.98,89.99
win,89.98,90.02,IH,2,89.99,90.0
win,89.98,90.02,N,3,90.0,90.02
[SIL],90.02,90.21,[SIL],1,90.02,90.21
the,90.21,90.27,DH,1,90.21,90.22
the,90.21,90.27,AH,2,90.22,90.27
[SIL],90.27,90.83,[SIL],1,90.27,90.83
the,90.83,90.85,AH,1,90.83,90.85
[SIL],90.85,94.18,[SIL],1,90.85,94.18
the,94.18,94.22,AH,1,94.18,94.22
[SIL],94.22,94.28,[SIL],1,94.22,94.28
the,94.28,94.3,AH,1,94.28,94.3
[SIL],94.3,94.46,[SIL],1,94.3,94.46
the,94.46,94.55,AH,1,94.46,94.55
[SIL],94.55,94.63,[SIL],1,94.55,94.63
family,94.63,95.06,F,1,94.63,94.68
family,94.63,95.06,AE,2,94.68,94.79
family,94.63,95.06,M,3,94.79,94.85
family,94.63,95.06,AH,4,94.85,94.88
family,94.63,95.06,L,5,94.88,94.94
family,94.63,95.06,IY,6,94.94,95.06
have,95.06,95.23,HH,1,95.06,95.13
have,95.06,95.23,AE,2,95.13,95.18
have,95.06,95.23,V,3,95.18,95.23
arrived,95.23,95.73,ER,1,95.23,95.43
arrived,95.23,95.73,AY,2,95.43,95.62
arrived,95.23,95.73,V,3,95.62,95.63
arrived,95.23,95.73,D,4,95.63,95.73
at,95.73,95.75,AE,1,95.73,95.74
at,95.73,95.75,T,2,95.74,95.75
the,95.75,95.8,DH,1,95.75,95.76
the,95.75,95.8,AH,2,95.76,95.8
[SIL],95.8,95.84,[SIL],1,95.8,95.84
the,95.84,95.94,AH,1,95.84,95.94
mountains,95.94,96.37,M,1,95.94,96.03
mountains,95.94,96.37,AW,2,96.03,96.09
mountains,95.94,96.37,N,3,96.09,96.22
mountains,95.94,96.37,T,4,96.22,96.28
mountains,95.94,96.37,AH,5,96.28,96.35
mountains,95.94,96.37,N,6,96.35,96.37
[SIL],96.37,96.43,[SIL],1,96.37,96.43
mountains,96.43,96.44,N,1,96.43,96.44
[SIL],96.44,97.67,[SIL],1,96.44,97.67
mountains,97.67,97.68,Z,1,97.67,97.68
we'll,97.68,97.71,W,1,97.68,97.69
we'll,97.68,97.71,IY,2,97.69,97.7
we'll,97.68,97.71,L,3,97.7,97.71
have,97.71,97.77,HH,1,97.71,97.72
have,97.71,97.77,AE,2,97.72,97.77
[SIL],97.77,97.82,[SIL],1,97.77,97.82
have,97.82,98.0,AE,1,97.82,97.98
have,97.82,98.0,V,2,97.98,98.0
a,98.0,98.15,AH,1,98.0,98.15
[SIL],98.15,98.26,[SIL],1,98.15,98.26
a,98.26,98.27,AH,1,98.26,98.27
fantastic,98.27,98.52,F,1,98.27,98.28
fantastic,98.27,98.52,AE,2,98.28,98.41
fantastic,98.27,98.52,N,3,98.41,98.52
[SIL],98.52,98.65,[SIL],1,98.52,98.65
fantastic,98.65,98.71,T,1,98.65,98.71
[SIL],98.71,98.78,[SIL],1,98.71,98.78
fantastic,98.78,99.24,AE,1,98.78,98.95
fantastic,98.78,99.24,S,2,98.95,99.07
fantastic,98.78,99.24,T,3,99.07,99.14
fantastic,98.78,99.24,IH,4,99.14,99.22
fantastic,98.78,99.24,K,5,99.22,99.24
[SIL],99.24,99.46,[SIL],1,99.24,99.46
fantastic,99.46,99.47,K,1,99.46,99.47
view,99.47,99.73,V,1,99.47,99.48
view,99.47,99.73,Y,2,99.48,99.53
view,99.47,99.73,UW,3,99.53,99.73
when,99.73,99.86,W,1,99.73,99.77
when,99.73,99.86,EH,2,99.77,99.82
when,99.73,99.86,N,3,99.82,99.86
we,99.86,100.01,W,1,99.86,99.91
we,99.86,100.01,IY,2,99.91,100.01
get,100.01,100.25,G,1,100.01,100.08
get,100.01,100.25,EH,2,100.08,100.16
get,100.01,100.25,T,3,100.16,100.25
to,100.25,100.26,UW,1,100.25,100.26
the,100.26,100.47,DH,1,100.26,100.27
the,100.26,100.47,AH,2,100.27,100.47
[SIL],100.47,100.51,[SIL],1,100.47,100.51
top,100.51,100.83,T,1,100.51,100.59
top,100.51,100.83,AA,2,100.59,100.82
top,100.51,100.83,P,3,100.82,100.83
we're,100.83,100.85,W,1,100.83,100.84
we're,100.83,100.85,IY,2,100.84,100.85
[SIL],100.85,102.38,[SIL],1,100.85,102.38
we're,102.38,102.39,R,1,102.38,102.39
[SIL],102.39,102.79,[SIL],1,102.39,102.79
here,102.79,102.8,HH,1,102.79,102.8
[SIL],102.8,102.94,[SIL],1,102.8,102.94
here,102.94,103.17,HH,1,102.94,103.16
here,102.94,103.17,IY,2,103.16,103.17
[SIL],103.17,104.81,[SIL],1,103.17,104.81
here,104.81,104.84,R,1,104.81,104.84
[SIL],104.84,104.89,[SIL],1,104.84,104.89
here,104.89,104.91,R,1,104.89,104.91
look,104.91,105.04,L,1,104.91,104.92
look,104.91,105.04,UH,2,104.92,104.95
look,104.91,105.04,K,3,104.95,105.04
at,105.04,105.06,AE,1,105.04,105.05
at,105.04,105.06,T,2,105.05,105.06
the,105.06,105.11,DH,1,105.06,105.07
the,105.06,105.11,AH,2,105.07,105.11
[SIL],105.11,105.17,[SIL],1,105.11,105.17
the,105.17,105.28,AH,1,105.17,105.28
lovely,105.28,105.38,L,1,105.28,105.38
[SIL],105.38,105.6,[SIL],1,105.38,105.6
lovely,105.6,106.07,AH,1,105.6,105.71
lovely,105.6,106.07,V,2,105.71,105.72
lovely,105.6,106.07,L,3,105.72,105.91
lovely,105.6,106.07,IY,4,105.91,106.07
sunny,106.07,106.3,S,1,106.07,106.3
[SIL],106.3,106.34,[SIL],1,106.3,106.34
sunny,106.34,106.76,S,1,106.34,106.38
sunny,106.34,106.76,AH,2,106.38,106.48
sunny,106.34,106.76,N,3,106.48,106.56
sunny,106.34,106.76,IY,4,106.56,106.76
view,106.76,106.77,V,1,106.76,106.77
[SIL],106.77,106.99,[SIL],1,106.77,106.99
view,106.99,107.31,Y,1,106.99,107.02
view,106.99,107.31,UW,2,107.02,107.31
[SIL],107.31,109.03,[SIL],1,107.31,109.03
oh,109.03,109.08,OW,1,109.03,109.08
dear,109.08,109.14,D,1,109.08,109.14
[SIL],109.14,109.22,[SIL],1,109.14,109.22
dear,109.22,109.42,D,1,109.22,109.23
dear,109.22,109.42,IH,2,109.23,109.42
[SIL],109.42,109.9,[SIL],1,109.42,109.9
dear,109.9,109.91,R,1,109.9,109.91
it,109.91,109.97,IH,1,109.91,109.97
[SIL],109.97,110.06,[SIL],1,109.97,110.06
it,110.06,110.2,IH,1,110.06,110.12
it,110.06,110.2,T,2,110.12,110.2
[SIL],110.2,110.33,[SIL],1,110.2,110.33
has,110.33,110.39,HH,1,110.33,110.34
has,110.33,110.39,AE,2,110.34,110.39
[SIL],110.39,110.65,[SIL],1,110.39,110.65
has,110.65,110.66,AE,1,110.65,110.66
[SIL],110.66,110.77,[SIL],1,110.66,110.77
has,110.77,110.87,AE,1,110.77,110.87
[SIL],110.87,110.96,[SIL],1,110.87,110.96
has,110.96,110.97,AE,1,110.96,110.97
[SIL],110.97,112.49,[SIL],1,110.97,112.49
has,112.49,112.58,AE,1,112.49,112.58
[SIL],112.58,114.41,[SIL],1,112.58,114.41
has,114.41,114.64,AE,1,114.41,114.64
[SIL],114.64,114.68,[SIL],1,114.64,114.68
has,114.68,114.9,AE,1,114.68,114.89
has,114.68,114.9,Z,2,114.89,114.9
started,114.9,114.96,S,1,114.9,114.91
started,114.9,114.96,T,2,114.91,114.92
started,114.9,114.96,AA,3,114.92,114.93
started,114.9,114.96,R,4,114.93,114.94
started,114.9,114.96,T,5,114.94,114.95
started,114.9,114.96,AH,6,114.95,114.96
[SIL],114.96,115.03,[SIL],1,114.96,115.03
started,115.03,115.04,D,1,115.03,115.04
[SIL],115.04,115.35,[SIL],1,115.04,115.35
to,115.35,115.37,T,1,115.35,115.36
to,115.35,115.37,UW,2,115.36,115.37
rain,115.37,115.4,R,1,115.37,115.38
rain,115.37,115.4,EY,2,115.38,115.39
rain,115.37,115.4,N,3,115.39,115.4
where's,115.4,115.72,W,1,115.4,115.41
where's,115.4,115.72,EH,2,115.41,115.63
where's,115.4,115.72,R,3,115.63,115.64
where's,115.4,115.72,Z,4,115.64,115.72
the,115.72,115.81,DH,1,115.72,115.73
the,115.72,115.81,AH,2,115.73,115.81
lovely,115.81,115.85,L,1,115.81,115.82
lovely,115.81,115.85,AH,2,115.82,115.83
lovely,115.81,115.85,V,3,115.83,115.84
lovely,115.81,115.85,L,4,115.84,115.85
[SIL],115.85,115.94,[SIL],1,115.85,115.94
lovely,115.94,115.95,IY,1,115.94,115.95
view,115.95,115.98,V,1,115.95,115.96
view,115.95,115.98,Y,2,115.96,115.97
view,115.95,115.98,UW,3,115.97,115.98
there's,115.98,116.02,DH,1,115.98,115.99
there's,115.98,116.02,EH,2,115.99,116.0
there's,115.98,116.02,R,3,116.0,116.01
there's,115.98,116.02,Z,4,116.01,116.02
a,116.02,116.03,AH,1,116.02,116.03
lovely,116.03,116.05,L,1,116.03,116.04
lovely,116.03,116.05,AH,2,116.04,116.05
[SIL],116.05,116.19,[SIL],1,116.05,116.19
lovely,116.19,116.2,V,1,116.19,116.2
[SIL],116.2,116.43,[SIL],1,116.2,116.43
lovely,116.43,116.5,L,1,116.43,116.46
lovely,116.43,116.5,IY,2,116.46,116.5
view,116.5,116.77,V,1,116.5,116.51
view,116.5,116.77,Y,2,116.51,116.52
view,116.5,116.77,UW,3,116.52,116.77
[SIL],116.77,117.48,[SIL],1,116.77,117.48
it,117.48,117.64,IH,1,117.48,117.54
it,117.48,117.64,T,2,117.54,117.64
is,117.64,117.86,IH,1,117.64,117.75
is,117.64,117.86,Z,2,117.75,117.86
miss,117.86,118.18,M,1,117.86,117.98
miss,117.86,118.18,IH,2,117.98,118.06
miss,117.86,118.18,S,3,118.06,118.18
[SIL],118.18,118.26,[SIL],1,118.18,118.26
rabbit's,118.26,118.5,R,1,118.26,118.28
rabbit's,118.26,118.5,AE,2,118.28,118.38
rabbit's,118.26,118.5,B,3,118.38,118.39
rabbit's,118.26,118.5,AH,4,118.39,118.48
rabbit's,118.26,118.5,T,5,118.48,118.49
rabbit's,118.26,118.5,S,6,118.49,118.5
[SIL],118.5,118.68,[SIL],1,118.5,118.68
ice,118.68,118.91,AY,1,118.68,118.83
ice,118.68,118.91,S,2,118.83,118.91
[SIL],118.91,118.95,[SIL],1,118.91,118.95
cream,118.95,119.19,K,1,118.95,118.99
cream,118.95,119.19,R,2,118.99,119.04
cream,118.95,119.19,IY,3,119.04,119.13
cream,118.95,119.19,M,4,119.13,119.19
store,119.19,119.27,S,1,119.19,119.27
[SIL],119.27,119.34,[SIL],1,119.27,119.34
store,119.34,119.41,T,1,119.34,119.38
store,119.34,119.41,AO,2,119.38,119.4
store,119.34,119.41,R,3,119.4,119.41
hello,119.41,119.44,HH,1,119.41,119.42
hello,119.41,119.44,AH,2,119.42,119.44
[SIL],119.44,120.33,[SIL],1,119.44,120.33
hello,120.33,120.42,AH,1,120.33,120.42
[SIL],120.42,120.46,[SIL],1,120.42,120.46
hello,120.46,120.61,AH,1,120.46,120.54
hello,120.46,120.61,L,2,120.54,120.61
[SIL],120.61,120.69,[SIL],1,120.61,120.69
hello,120.69,120.7,OW,1,120.69,120.7
miss,120.7,120.84,M,1,120.7,120.71
miss,120.7,120.84,IH,2,120.71,120.76
miss,120.7,120.84,S,3,120.76,120.84
[SIL],120.84,120.88,[SIL],1,120.84,120.88
rabbit,120.88,121.05,R,1,120.88,120.94
rabbit,120.88,121.05,AE,2,120.94,120.96
rabbit,120.88,121.05,B,3,120.96,120.97
rabbit,120.88,121.05,AH,4,120.97,121.05
[SIL],121.05,121.09,[SIL],1,121.05,121.09
rabbit,121.09,121.1,T,1,121.09,121.1
hello,121.1,121.21,HH,1,121.1,121.11
hello,121.1,121.21,AH,2,121.11,121.21
[SIL],121.21,121.9,[SIL],1,121.21,121.9
hello,121.9,122.03,AH,1,121.9,122.01
hello,121.9,122.03,L,2,122.01,122.02
hello,121.9,122.03,OW,3,122.02,122.03
daddy,122.03,122.05,D,1,122.03,122.05
[SIL],122.05,122.11,[SIL],1,122.05,122.11
daddy,122.11,122.37,D,1,122.11,122.13
daddy,122.11,122.37,AE,2,122.13,122.25
daddy,122.11,122.37,D,3,122.25,122.32
daddy,122.11,122.37,IY,4,122.32,122.37
[SIL],122.37,122.5,[SIL],1,122.37,122.5
pig,122.5,122.61,P,1,122.5,122.52
pig,122.5,122.61,IH,2,122.52,122.6
pig,122.5,122.61,G,3,122.6,122.61
four,122.61,122.63,F,1,122.61,122.62
four,122.61,122.63,AO,2,122.62,122.63
[SIL],122.63,123.6,[SIL],1,122.63,123.6
four,123.6,123.62,R,1,123.6,123.62
ice,123.62,123.86,AY,1,123.62,123.75
ice,123.62,123.86,S,2,123.75,123.86
[SIL],123.86,123.95,[SIL],1,123.86,123.95
creams,123.95,124.04,K,1,123.95,123.97
creams,123.95,124.04,R,2,123.97,124.04
[SIL],124.04,124.36,[SIL],1,124.04,124.36
creams,124.36,124.71,R,1,124.36,124.42
creams,124.36,124.71,IY,2,124.42,124.69
creams,124.36,124.71,M,3,124.69,124.7
creams,124.36,124.71,Z,4,124.7,124.71
please,124.71,124.81,P,1,124.71,124.72
please,124.71,124.81,L,2,124.72,124.73
please,124.71,124.81,IY,3,124.73,124.74
please,124.71,124.81,Z,4,124.74,124.81
[SIL],124.81,125.23,[SIL],1,124.81,125.23
what,125.23,125.37,W,1,125.23,125.28
what,125.23,125.37,AH,2,125.28,125.37
[SIL],125.37,125.56,[SIL],1,125.37,125.56
what,125.56,125.57,T,1,125.56,125.57
flavours,125.57,125.59,F,1,125.57,125.58
flavours,125.57,125.59,L,2,125.58,125.59
[SIL],125.59,125.91,[SIL],1,125.59,125.91
flavours,125.91,125.92,AE,1,125.91,125.92
[SIL],125.92,125.96,[SIL],1,125.92,125.96
flavours,125.96,126.04,V,1,125.96,125.97
flavours,125.96,126.04,ER,2,125.97,125.98
flavours,125.96,126.04,Z,3,125.98,126.04
would,126.04,126.29,W,1,126.04,126.1
would,126.04,126.29,UH,2,126.1,126.15
would,126.04,126.29,D,3,126.15,126.29
you,126.29,126.31,Y,1,126.29,126.3
you,126.29,126.31,UW,2,126.3,126.31
like,126.31,126.67,L,1,126.31,126.4
like,126.31,126.67,AY,2,126.4,126.67
[SIL],126.67,126.76,[SIL],1,126.67,126.76
like,126.76,126.77,K,1,126.76,126.77
[SIL],126.77,127.08,[SIL],1,126.77,127.08
like,127.08,127.1,K,1,127.08,127.1
mint,127.1,127.73,M,1,127.1,127.26
mint,127.1,127.73,IH,2,127.26,127.37
mint,127.1,127.73,N,3,127.37,127.61
mint,127.1,127.73,T,4,127.61,127.73
orange,127.73,127.8,AO,1,127.73,127.74
orange,127.73,127.8,R,2,127.74,127.8
[SIL],127.8,128.0,[SIL],1,127.8,128.0
orange,128.0,128.75,R,1,128.0,128.36
orange,128.0,128.75,AH,2,128.36,128.37
orange,128.0,128.75,N,3,128.37,128.66
orange,128.0,128.75,JH,4,128.66,128.75
[SIL],128.75,128.94,[SIL],1,128.75,128.94
strawberry,128.94,128.96,S,1,128.94,128.96
[SIL],128.96,129.0,[SIL],1,128.96,129.0
strawberry,129.0,129.04,S,1,129.0,129.04
[SIL],129.04,129.13,[SIL],1,129.04,129.13
strawberry,129.13,129.68,T,1,129.13,129.14
strawberry,129.13,129.68,R,2,129.14,129.27
strawberry,129.13,129.68,AO,3,129.27,129.31
strawberry,129.13,129.68,B,4,129.31,129.32
strawberry,129.13,129.68,EH,5,129.32,129.36
strawberry,129.13,129.68,R,6,129.36,129.58
strawberry,129.13,129.68,IY,7,129.58,129.68
[SIL],129.68,129.74,[SIL],1,129.68,129.74
and,129.74,129.77,AH,1,129.74,129.77
[SIL],129.77,129.9,[SIL],1,129.77,129.9
and,129.9,130.13,AH,1,129.9,129.98
and,129.9,130.13,N,2,129.98,130.05
and,129.9,130.13,D,3,130.05,130.13
blueberry,130.13,130.14,B,1,130.13,130.14
[SIL],130.14,130.24,[SIL],1,130.14,130.24
blueberry,130.24,130.26,L,1,130.24,130.26
[SIL],130.26,130.35,[SIL],1,130.26,130.35
blueberry,130.35,130.55,L,1,130.35,130.36
blueberry,130.35,130.55,UW,2,130.36,130.53
blueberry,130.35,130.55,B,3,130.53,130.54
blueberry,130.35,130.55,EH,4,130.54,130.55
[SIL],130.55,130.6,[SIL],1,130.55,130.6
blueberry,130.6,130.87,R,1,130.6,130.87
[SIL],130.87,130.91,[SIL],1,130.87,130.91
blueberry,130.91,131.03,R,1,130.91,131.02
blueberry,130.91,131.03,IY,2,131.02,131.03
please,131.03,131.42,P,1,131.03,131.04
please,131.03,131.42,L,2,131.04,131.05
please,131.03,131.42,IY,3,131.05,131.28
please,131.03,131.42,Z,4,131.28,131.42
ok,131.42,131.43,OW,1,131.42,131.43
[SIL],131.43,131.85,[SIL],1,131.43,131.85
ok,131.85,131.88,K,1,131.85,131.88
[SIL],131.88,132.23,[SIL],1,131.88,132.23
ok,132.23,132.27,EY,1,132.23,132.27
[SIL],132.27,132.98,[SIL],1,132.27,132.98
look,132.98,133.09,L,1,132.98,133.09
[SIL],133.09,133.3,[SIL],1,133.09,133.3
look,133.3,133.66,L,1,133.3,133.66
[SIL],133.66,133.71,[SIL],1,133.66,133.71
look,133.71,133.84,L,1,133.71,133.84
[SIL],133.84,134.03,[SIL],1,133.84,134.03
look,134.03,134.04,L,1,134.03,134.04
[SIL],134.04,134.25,[SIL],1,134.04,134.25
look,134.25,134.26,L,1,134.25,134.26
[SIL],134.26,134.44,[SIL],1,134.26,134.44
look,134.44,134.59,L,1,134.44,134.53
look,134.44,134.59,UH,2,134.53,134.54
look,134.44,134.59,K,3,134.54,134.59
[SIL],134.59,134.76,[SIL],1,134.59,134.76
look,134.76,134.93,K,1,134.76,134.93
[SIL],134.93,135.01,[SIL],1,134.93,135.01
look,135.01,135.05,K,1,135.01,135.05
what,135.05,135.06,W,1,135.05,135.06
[SIL],135.06,135.67,[SIL],1,135.06,135.67
what,135.67,135.68,AH,1,135.67,135.68
[SIL],135.68,135.73,[SIL],1,135.68,135.73
what,135.73,135.74,AH,1,135.73,135.74
[SIL],135.74,135.79,[SIL],1,135.74,135.79
what,135.79,135.82,AH,1,135.79,135.82
[SIL],135.82,136.0,[SIL],1,135.82,136.0
what,136.0,136.09,AH,1,136.0,136.09
[SIL],136.09,136.23,[SIL],1,136.09,136.23
what,136.23,136.44,AH,1,136.23,136.43
what,136.23,136.44,T,2,136.43,136.44
i've,136.44,136.79,AY,1,136.44,136.71
i've,136.44,136.79,V,2,136.71,136.79
[SIL],136.79,136.94,[SIL],1,136.79,136.94
got,136.94,137.16,G,1,136.94,136.96
got,136.94,137.16,AA,2,136.96,137.15
got,136.94,137.16,T,3,137.15,137.16
[SIL],137.16,137.26,[SIL],1,137.16,137.26
ice,137.26,137.27,AY,1,137.26,137.27
[SIL],137.27,137.31,[SIL],1,137.27,137.31
ice,137.31,137.33,S,1,137.31,137.33
[SIL],137.33,137.37,[SIL],1,137.33,137.37
ice,137.37,137.39,S,1,137.37,137.39
[SIL],137.39,139.18,[SIL],1,137.39,139.18
cream,139.18,139.2,K,1,139.18,139.19
cream,139.18,139.2,R,2,139.19,139.2
[SIL],139.2,139.24,[SIL],1,139.2,139.24
cream,139.24,139.27,R,1,139.24,139.25
cream,139.24,139.27,IY,2,139.25,139.26
cream,139.24,139.27,M,3,139.26,139.27
there,139.27,139.28,DH,1,139.27,139.28
[SIL],139.28,140.48,[SIL],1,139.28,140.48
there,140.48,140.68,EH,1,140.48,140.65
there,140.48,140.68,R,2,140.65,140.68
are,140.68,140.7,AA,1,140.68,140.69
are,140.68,140.7,R,2,140.69,140.7
favourite,140.7,140.88,F,1,140.7,140.71
favourite,140.7,140.88,AE,2,140.71,140.88
[SIL],140.88,141.02,[SIL],1,140.88,141.02
favourite,141.02,141.22,AE,1,141.02,141.19
favourite,141.02,141.22,V,2,141.19,141.2
favourite,141.02,141.22,Y,3,141.2,141.21
favourite,141.02,141.22,UW,4,141.21,141.22
[SIL],141.22,141.3,[SIL],1,141.22,141.3
favourite,141.3,141.33,R,1,141.3,141.32
favourite,141.3,141.33,AY,2,141.32,141.33
[SIL],141.33,141.42,[SIL],1,141.33,141.42
favourite,141.42,141.43,T,1,141.42,141.43
[SIL],141.43,141.59,[SIL],1,141.43,141.59
colours,141.59,141.69,K,1,141.59,141.65
colours,141.59,141.69,AH,2,141.65,141.66
colours,141.59,141.69,L,3,141.66,141.67
colours,141.59,141.69,ER,4,141.67,141.68
colours,141.59,141.69,Z,5,141.68,141.69
that's,141.69,142.11,DH,1,141.69,141.7
that's,141.69,142.11,AE,2,141.7,142.11
